"ID"	"EGLM_7b_t00_comp_Completion"	"EGLM_7b_t00_comp_Antecedens"	"EGLM_7b_t02_comp_Completion"	"EGLM_7b_t02_comp_Antecedens"	"EGLM_7b_t05_comp_Completion"	"EGLM_7b_t05_comp_Antecedens"	"EMG_70b_t00_comp_Completion"	"EMG_70b_t00_comp_Antecedens"	"EMG_70b_t05_comp_Completion"	"EMG_70b_t05_comp_Antecedens"	"GPT4_t05_comp_Completion"	"GPT4_t05_comp_Antecedens"	"SKLM_7b_t00_comp_Completion"	"SKLM_7b_t00_comp_Antecedens"	"SKLM_7b_t02_comp_Completion"	"SKLM_7b_t02_comp_Antecedens"	"SKLM_7b_t05_comp_Completion"	"SKLM_7b_t05_comp_Antecedens"
"1555"	"ID_101555"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in den Wald gelaufen."	"Hund"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in sein Loch zurückgekehrt."	"Hase"	"Er ist in sein Loch zurückgekehrt."	"Hase"	NA	NA	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"	"Er ist in seiner Laufbahn erfolgreich gewesen."	"Hase"
"1556"	"ID_101556"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in sein Loch zurückgekehrt."	"Hase"	"Er ist in sein Loch zurückgekehrt."	"Hase"	NA	NA	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"	"Er ist in den Garten gelaufen."	"Hase"	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"
"1557"	"ID_101557"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in sein Loch zurückgekehrt."	"Hase"	"Er ist in sein Loch zurückgekehrt."	"Hase"	NA	NA	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"	"Er ist in den Garten gelaufen."	"Hase"	"Er ist schnell genug gewesen."	"Hase"
"1558"	"ID_101558"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in den Wald geflohen."	"Hund"	"Er ist in den Wald geflohen."	"Hund"	"Er ist in sein Loch zurückgekehrt."	"Hase"	"Er ist dem Hund entgangen."	"Hase"	NA	NA	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"
"1559"	"ID_101559"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in den Wald gelaufen."	"Hund"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in sein Loch zurückgekehrt."	"Hase"	"Er ist in sein Loch zurückgekehrt."	"Hase"	NA	NA	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"	"Er ist in seiner Laufbahn erfolgreich gewesen."	"Hase"
"1560"	"ID_101560"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in den Wald gerannt."	"Hund"	"Er ist in sein Loch zurückgekehrt."	"Hase"	"Er ist in sein Loch zurückgekehrt."	"Hase"	NA	NA	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"	"Er ist in den Garten gelaufen."	"Hase"	"Er ist schnell genug gewesen, um dem Hund zu entkommen."	"Hase"
"1561"	"ID_101561"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Der hatte einen Schlüssel zu einem anderen Haus dabei."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"den Schlüssel zum Lagerraum gestohlen."	"Eindringling"	"Den Schlüssel in der Hand."	"Türsteher"
"1562"	"ID_101562"	"einen falschen Ausweis dabei."	"Eindringling"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"den Eingang betreten, ohne eine Einlasskarte zu haben."	"Eindringling"	"Den Zutritt zum Club betreten wollen."	"Türsteher"
"1563"	"ID_101563"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"ein Messer dabei."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Der hatte sich als Freund ausgegeben."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"Der hatte einen falschen Ausweis gezeigt."	"Türsteher"	"Den Eingang betreten, ohne die erforderliche Einlasskarte zu haben."	"Türsteher"
"1564"	"ID_101564"	"einen falschen Ausweis dabei."	"Eindringling"	"einen falschen Ausweis dabei."	"Eindringling"	"einen gefälschten Ausweis dabei."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Der hatte durch einen Hinterausgang geflüchtet."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"Den Türsteher überlistet."	"Türsteher"	"Der hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"
"1565"	"ID_101565"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Der hatte einen Schlüssel zu einem anderen Haus dabei."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"den Schlüssel zum Lagerraum gestohlen."	"Eindringling"	"Den Schlüssel in der Hand."	"Türsteher"
"1566"	"ID_101566"	"einen falschen Ausweis dabei."	"Eindringling"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"den Eingang betreten, ohne eine Einlasskarte zu haben."	"Eindringling"	"Den Zutritt zum Club betreten wollen."	"Türsteher"
"1567"	"ID_101567"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"ein Messer dabei."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Der hatte sich als Freund ausgegeben."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"Der hatte einen falschen Ausweis gezeigt."	"Türsteher"	"Den Eingang betreten, ohne die erforderliche Einlasskarte zu haben."	"Türsteher"
"1568"	"ID_101568"	"einen falschen Ausweis dabei."	"Eindringling"	"einen falschen Ausweis dabei."	"Eindringling"	"einen gefälschten Ausweis dabei."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Der hatte durch einen Hinterausgang geflüchtet."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"Den Türsteher überlistet."	"Türsteher"	"Der hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"
"1569"	"ID_101569"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Der hatte einen Schlüssel zu einem anderen Haus dabei."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"den Schlüssel zum Lagerraum gestohlen."	"Eindringling"	"Den Schlüssel in der Hand."	"Türsteher"
"1570"	"ID_101570"	"einen falschen Ausweis dabei."	"Eindringling"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"den Eingang betreten, ohne eine Einlasskarte zu haben."	"Eindringling"	"Den Zutritt zum Club betreten wollen."	"Türsteher"
"1571"	"ID_101571"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"ein Messer dabei."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Der hatte sich als Freund ausgegeben."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"Der hatte einen falschen Ausweis gezeigt."	"Türsteher"	"Den Eingang betreten, ohne die erforderliche Einlasskarte zu haben."	"Türsteher"
"1572"	"ID_101572"	"einen falschen Ausweis dabei."	"Eindringling"	"einen falschen Ausweis dabei."	"Eindringling"	"einen gefälschten Ausweis dabei."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Der hatte durch einen Hinterausgang geflüchtet."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"Den Türsteher überlistet."	"Türsteher"	"Der hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"
"1573"	"ID_101573"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Der hatte einen Schlüssel zu einem anderen Haus dabei."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"den Schlüssel zum Lagerraum gestohlen."	"Eindringling"	"Den Schlüssel in der Hand."	"Türsteher"
"1574"	"ID_101574"	"einen falschen Ausweis dabei."	"Eindringling"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"den Eingang betreten, ohne eine Einlasskarte zu haben."	"Eindringling"	"Den Zutritt zum Club betreten wollen."	"Türsteher"
"1575"	"ID_101575"	"einen falschen Ausweis dabei."	"Eindringling"	"ein Messer bei sich."	"Eindringling"	"ein Messer dabei."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Der hatte sich als Freund ausgegeben."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"Der hatte einen falschen Ausweis gezeigt."	"Türsteher"	"Den Eingang betreten, ohne die erforderliche Einlasskarte zu haben."	"Türsteher"
"1576"	"ID_101576"	"einen falschen Ausweis dabei."	"Eindringling"	"einen falschen Ausweis dabei."	"Eindringling"	"einen gefälschten Ausweis dabei."	"Eindringling"	"Der hatte einen schlechten Tag."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Der hatte durch einen Hinterausgang geflüchtet."	"Eindringling"	NA	NA	"den Schlüssel für das Gebäude bei sich."	"Eindringling"	"Den Türsteher überlistet."	"Türsteher"	"Der hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"
"1577"	"ID_101577"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Rucksack dabei."	"Eindringling"	"Einen falschen Bart und ein falsches Benehmen."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen perfekten Plan, um in das Gebäude einzudringen."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte versucht, das Gebäude ohne Erlaubnis zu betreten."	"Eindringling"	"Dieser hatte versucht, den Club ohne Eintrittspass zu betreten."	"Eindringling"
"1578"	"ID_101578"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Koffer dabei."	"Eindringling"	"Einen großen Koffer dabei."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dieser hatte das Alarmsystem außer Funktion gesetzt."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte den Raum betreten, ohne Erlaubnis."	"Eindringling"	"Den Tresor geöffnet."	"Eindringling"
"1579"	"ID_101579"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Koffer dabei."	"Eindringling"	"Dieser hatte eine Waffe in der Tasche."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"einen Stichlöffel in die Tasche gesteckt."	"Eindringling"
"1580"	"ID_101580"	"einen großen Rucksack dabei."	"Eindringling"	"Dieser hatte eine Waffe in der Hand."	"Eindringling"	"einen schweren Gegenstand in der Tasche."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte die Waffe in der Hand."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte den Raum betreten, ohne die erforderliche Einlasskarte zu haben."	"Eindringling"	"Dieser hatte die Tür aufbrachsen."	"Eindringling"
"1581"	"ID_101581"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Rucksack dabei."	"Eindringling"	"Einen falschen Bart und ein falsches Benehmen."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen perfekten Plan, um in das Gebäude einzudringen."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte versucht, das Gebäude ohne Erlaubnis zu betreten."	"Eindringling"	"Dieser hatte versucht, den Club ohne Eintrittspass zu betreten."	"Eindringling"
"1582"	"ID_101582"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Koffer dabei."	"Eindringling"	"Einen großen Koffer dabei."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dieser hatte das Alarmsystem außer Funktion gesetzt."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte den Raum betreten, ohne Erlaubnis."	"Eindringling"	"Den Tresor geöffnet."	"Eindringling"
"1583"	"ID_101583"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Koffer dabei."	"Eindringling"	"Dieser hatte eine Waffe in der Tasche."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"einen Stichlöffel in die Tasche gesteckt."	"Eindringling"
"1584"	"ID_101584"	"einen großen Rucksack dabei."	"Eindringling"	"Dieser hatte eine Waffe in der Hand."	"Eindringling"	"einen schweren Gegenstand in der Tasche."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte die Waffe in der Hand."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte den Raum betreten, ohne die erforderliche Einlasskarte zu haben."	"Eindringling"	"Dieser hatte die Tür aufbrachsen."	"Eindringling"
"1585"	"ID_101585"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Rucksack dabei."	"Eindringling"	"Einen falschen Bart und ein falsches Benehmen."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen perfekten Plan, um in das Gebäude einzudringen."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte versucht, das Gebäude ohne Erlaubnis zu betreten."	"Eindringling"	"Dieser hatte versucht, den Club ohne Eintrittspass zu betreten."	"Eindringling"
"1586"	"ID_101586"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Koffer dabei."	"Eindringling"	"Einen großen Koffer dabei."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dieser hatte das Alarmsystem außer Funktion gesetzt."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte den Raum betreten, ohne Erlaubnis."	"Eindringling"	"Den Tresor geöffnet."	"Eindringling"
"1587"	"ID_101587"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Koffer dabei."	"Eindringling"	"Dieser hatte eine Waffe in der Tasche."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"einen Stichlöffel in die Tasche gesteckt."	"Eindringling"
"1588"	"ID_101588"	"einen großen Rucksack dabei."	"Eindringling"	"Dieser hatte eine Waffe in der Hand."	"Eindringling"	"einen schweren Gegenstand in der Tasche."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte die Waffe in der Hand."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte den Raum betreten, ohne die erforderliche Einlasskarte zu haben."	"Eindringling"	"Dieser hatte die Tür aufbrachsen."	"Eindringling"
"1589"	"ID_101589"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Rucksack dabei."	"Eindringling"	"Einen falschen Bart und ein falsches Benehmen."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen perfekten Plan, um in das Gebäude einzudringen."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte versucht, das Gebäude ohne Erlaubnis zu betreten."	"Eindringling"	"Dieser hatte versucht, den Club ohne Eintrittspass zu betreten."	"Eindringling"
"1590"	"ID_101590"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Koffer dabei."	"Eindringling"	"Einen großen Koffer dabei."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dieser hatte das Alarmsystem außer Funktion gesetzt."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte den Raum betreten, ohne Erlaubnis."	"Eindringling"	"Den Tresor geöffnet."	"Eindringling"
"1591"	"ID_101591"	"einen großen Rucksack dabei."	"Eindringling"	"einen großen Koffer dabei."	"Eindringling"	"Dieser hatte eine Waffe in der Tasche."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"einen Stichlöffel in die Tasche gesteckt."	"Eindringling"
"1592"	"ID_101592"	"einen großen Rucksack dabei."	"Eindringling"	"Dieser hatte eine Waffe in der Hand."	"Eindringling"	"einen schweren Gegenstand in der Tasche."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte einen Einbruch versucht."	"Eindringling"	"Dem Türsteher ist der Eindringling entgangen. Dieser hatte die Waffe in der Hand."	"Eindringling"	NA	NA	"Dieser hatte versucht, den Club ohne Einlass zu betreten."	"Eindringling"	"Dieser hatte den Raum betreten, ohne die erforderliche Einlasskarte zu haben."	"Eindringling"	"Dieser hatte die Tür aufbrachsen."	"Eindringling"
"1593"	"ID_101593"	"Er hatte die Tür nicht richtig im Blick."	"Türsteher"	"Er hatte gerade ein Gespräch mit einem Freund geführt."	"Türsteher"	"Er hatte die Tür geöffnet, ohne nachzusehen."	"Türsteher"	"Dem Türsteher ist der Eindringling entgangen. Er hatte vergessen, die Alarmanlage einzuschalten."	"Türsteher"	""	""	NA	NA	"Er hatte einen falschen Schlüssel benutzt."	"Türsteher"	"Er hatte einen falschen Schlüssel benutzt."	"Türsteher"	"einen falschen Pass mitgebracht."	"Eindringling"
"1594"	"ID_101594"	"Er hatte die Tür nicht richtig im Blick."	"Türsteher"	"Er hatte die Tür offen gelassen."	"Türsteher"	"Er hatte die Tür offen gelassen."	"Türsteher"	"Dem Türsteher ist der Eindringling entgangen. Er hatte vergessen, die Alarmanlage einzuschalten."	"Türsteher"	"Dem Türsteher ist der Eindringling entgangen. Er hatte den Schlüssel nicht im Schloss gedreht."	"Türsteher"	NA	NA	"Er hatte einen falschen Schlüssel benutzt."	"Türsteher"	"Er hatte einen falschen Schlüssel benutzt, um die Tür zu öffnen."	"Türsteher"	"Er hatte versucht, den Club ohne Einlasskarte zu betreten."	"Türsteher"
"1595"	"ID_101595"	"Er hatte die Tür nicht richtig im Blick."	"Türsteher"	"Er hatte die Tür offen gelassen."	"Türsteher"	"Er hatte die Tür geöffnet, ohne zu kontrollieren, wer hereinkommen wollte."	"Türsteher"	"Dem Türsteher ist der Eindringling entgangen. Er hatte vergessen, die Alarmanlage einzuschalten."	"Türsteher"	"Dem Türsteher ist der Eindringling entgangen. Er hatte den Schlüssel nicht eingesteckt."	"Türsteher"	NA	NA	"Er hatte einen falschen Schlüssel benutzt."	"Türsteher"	"Er hatte einen falschen Schlag gegeben."	"Eindringling"	"den Türsteher umgangen."	"Türsteher"
"1596"	"ID_101596"	"Er hatte die Tür nicht richtig im Blick."	"Türsteher"	"Er hatte einen Gast erwartet."	"Gast"	"Er hatte sich auf einen Freund konzentriert."	"Türsteher"	"Dem Türsteher ist der Eindringling entgangen. Er hatte vergessen, die Alarmanlage einzuschalten."	"Türsteher"	"Er hatte ihn nicht bemerkt."	"Türsteher"	NA	NA	"Er hatte einen falschen Schlüssel benutzt."	"Türsteher"	"Er hatte einen falschen Ausweis gezeigt."	"Eindringling"	"den Raum betreten."	"Türsteher"
"1597"	"ID_101597"	"Er hatte die Tür nicht richtig im Blick."	"Türsteher"	"Er hatte gerade ein Gespräch mit einem Freund geführt."	"Türsteher"	"Er hatte die Tür geöffnet, ohne nachzusehen."	"Türsteher"	"Dem Türsteher ist der Eindringling entgangen. Er hatte vergessen, die Alarmanlage einzuschalten."	"Türsteher"	""	""	NA	NA	"Er hatte einen falschen Schlüssel benutzt."	"Türsteher"	"Er hatte einen falschen Schlüssel benutzt."	"Türsteher"	"einen falschen Pass mitgebracht."	"Eindringling"
